ID SERVIÇO;PROCESSO;SEI;TIPO;ANALISTA;ORGAO RESPONSAVEL;ANALISE;ANO;VIA;UF;DATA FINALIZACAO;DESCRICAO SERVICO;QUANTITATIVO INICIAL;UNIDADE INICIAL;PRECO UNITARIO INICIAL;MES BASE INICIAL;ANO BASE INICIAL;PRECO TOTAL INICIAL;QUANTITATIVO FINAL;UNIDADE FINAL;PREÇO UNITARIO FINAL;MES BASE FINAL;ANO BASE FINAL;PRECO TOTAL FINAL;MODALIDADE;TIPO DE INDICE;INDICE INICIAL;INDICE FINAL;INDICE ATUAL;ECONOMIA ATUAL;PESO POR UF;VARIACAO FINAL X INICIAL ATUAL;VARIACAO PONDERADA ATUAL
63;50606.001200/2018-76;2521300;AP;Gabriel Assunção;FGV;AT n. 04/2019;2019;BR-381;MG;28/01/2019;Pavimento de concreto com equipamento de pequeno porte, espessura de 0,23 m, com agente de cura e com tela soldada – concreto usinado – areia e brita comercial.;34805;m²;R$ 320,62;Março;2018;R$ 14.120.366,95;34805;m²;R$ 115,48;Março;2018;R$ 5.085.833,62;RODOVIÁRIO;IGP-DI;659,665;659,665;834,713;-R$ 9.034.533,33;12,66%;-63,98%;-8,10%
64;50606.001200/2018-76;2521300;AP;Gabriel Assunção;FGV;AT n. 04/2019;2019;BR-381;MG;28/01/2019;Pintura ou aguada da superfície asfáltica com cal hidratada.;155157;m²;R$ 0,43;Março;2018;R$ 84.421,60;155157;m²;R$ 0,43;Março;2018;R$ 84.421,60;RODOVIÁRIO;IGP-DI;659,665;659,665;834,713; R$-   ;0,21%;0,00%;0,00%
65;50013.000430/2018-98;3587367;PE;Laura Oliveira;FGV;AT n. 04/2019;2019;IP4 Belém do Solimões;AM;01/02/2019;Placa de sinalização adesivado tipo S2 - Fluxo rota de fuga, indicação do sentido (esquerda) - Fornecimento e instalação;2;un;R$ 21,15;Março;2018;R$ 49,14;2;un;R$ 16,86;Março;2018;R$ 39,18;HIDROVIÁRIO;OBRAS COMPLEMENTARES;492,816;492,816;572,565;-R$ 9,97;0,00%;-20,28%;0,00%
66;50013.000430/2018-98;3587367;PE;Laura Oliveira;FGV;AT n. 04/2019;2019;IP4 Belém do Solimões;AM;01/02/2019;Placa de sinalização adesivada tipo S12 - Indicação da porta de saída de emergência - Fornecimento e instalação;1;un;R$ 28,61;Março;2018;R$ 33,24;1;un;R$ 24,26;Março;2018;R$ 28,19;HIDROVIÁRIO;OBRAS COMPLEMENTARES;492,816;492,816;572,565;-R$ 5,05;0,00%;-15,19%;0,00%
67;50013.000430/2018-98;3587367;PE;Laura Oliveira;FGV;AT n. 04/2019;2019;IP4 Belém do Solimões;AM;01/02/2019;Placa de sinalização adesivada tipo S13 - Indicação da porta de saída de emergência - Fornecimento e instalação;1;un;R$ 21,15;Março;2018;R$ 24,57;1;un;R$ 16,89;Março;2018;R$ 19,62;HIDROVIÁRIO;OBRAS COMPLEMENTARES;492,816;492,816;572,565;-R$ 4,95;0,00%;-20,14%;0,00%
68;50013.000430/2018-98;3587367;PE;Laura Oliveira;FGV;AT n. 04/2019;2019;IP4 Belém do Solimões;AM;01/02/2019;Placa de sinalização adesivada tipo E5 - Equipamentos, indicação de locação dos extintores de incêndio - Fornecimento e instalação;2;un;R$ 21,17;Março;2018;R$ 49,20;2;un;R$ 16,89;Março;2018;R$ 39,25;HIDROVIÁRIO;OBRAS COMPLEMENTARES;492,816;492,816;572,565;-R$ 9,96;0,00%;-20,23%;0,00%
69;50013.000430/2018-98;3587367;PE;Laura Oliveira;FGV;AT n. 04/2019;2019;IP4 Belém do Solimões;AM;01/02/2019;Placa de sinalização adesivada tipo E17 - Equipamentos, indicação de localização dos equipamentos de combate a incêndio - Fornecimento e instalação;2;un;R$ 46,14;Março;2018;R$ 107,21;2;un;R$ 41,85;Março;2018;R$ 97,24;HIDROVIÁRIO;OBRAS COMPLEMENTARES;492,816;492,816;572,565;-R$ 9,96;0,00%;-9,29%;0,00%
70;50013.000430/2018-98;3587367;PE;Laura Oliveira;FGV;AT n. 04/2019;2019;IP4 Belém do Solimões;AM;01/02/2019;Luminária de emergência, 30 leds, bivolts - Fornecimento e instalação;6;un;R$ 36,54;Março;2018;R$ 1.485,75;35;un;R$ 36,49;Março;2018;R$ 1.483,82;HIDROVIÁRIO;OBRAS COMPLEMENTARES;492,816;492,816;572,565;-R$ 1,93;0,00%;-0,13%;0,00%
71;50013.000430/2018-98;3587367;PE;Laura Oliveira;FGV;AT n. 04/2019;2019;IP4 Belém do Solimões;AM;01/02/2019;Fornecimento e instalação de esquema de instalação de amarração compatível com amarra de d= 24 mm - Belém do Solimões/AM ;9;un;R$ 85.256,79;Março;2018;R$ 891.479,71;9;un;R$ 95.814,53;Março;2018;R$ 1.001.875,79;HIDROVIÁRIO;OBRAS COMPLEMENTARES;492,816;492,816;572,565;R$ 110.396,08;2,36%;12,38%;0,29%
72;50013.000430/2018-98;3587367;PE;Laura Oliveira;FGV;AT n. 04/2019;2019;IP4 Belém do Solimões;AM;01/02/2019;Fornecimento e instalação de esquema de instalação de amarração compatível com amarra de d= 30 mm - Belém do Solimões/AM;3;un;R$ 87.962,17;Março;2018;R$ 306.589,42;3;un;R$ 118.560,79;Março;2018;R$ 413.239,98;HIDROVIÁRIO;OBRAS COMPLEMENTARES;492,816;492,816;572,565;R$ 106.650,56;0,98%;34,79%;0,34%
73;50013.000430/2018-98;3587367;PE;Laura Oliveira;FGV;AT n. 04/2019;2019;IP4 Belém do Solimões;AM;01/02/2019;Fornecimento e instalação de esquema de instalação de amarração compatível com amarra de d= 36 mm - Belém do Solimões/AM;3;un;R$ 98.976,07;Março;2018;R$ 344.978,04;3;un;R$ 147.191,59;Março;2018;R$ 513.031,76;HIDROVIÁRIO;OBRAS COMPLEMENTARES;492,816;492,816;572,565;R$ 168.053,72;1,21%;48,71%;0,59%
74;50013.000430/2018-98;3587367;PE;Laura Oliveira;FGV;AT n. 04/2019;2019;IP4 Belém do Solimões;AM;01/02/2019;Armação em tela de aço soldada nervurada, CA-60, Q-196, (3,11 kg/m2), ferro 5,0 mm, espaçamento da malha = 10 x 10 cm - fornecimento e instalação;63,39;m²;R$ 39,79;Março;2018;R$ 2.930,25;63,39;kg;R$ 9,79;Março;2018;R$ 721,01;HIDROVIÁRIO;OBRAS COMPLEMENTARES;492,816;492,816;572,565;-R$ 2.209,24;0,00%;-75,39%;0,00%
75;50013.000430/2018-98;3587367;PE;Laura Oliveira;FGV;AT n. 04/2019;2019;IP4 Belém do Solimões;AM;01/02/2019;Chumbador químico de ampola para vergalhão Aço CA-50 Ø 16 mm (c= 30 cm) - Fornecimento e instalação.;59;un;R$ 54,91;Março;2018;R$ 3.764,28;59;un;R$ 47,53;Março;2018;R$ 3.258,07;HIDROVIÁRIO;OBRAS COMPLEMENTARES;492,816;492,816;572,565;-R$ 506,22;0,01%;-13,45%;0,00%
76;50013.000430/2018-98;3587367;PE;Laura Oliveira;FGV;AT n. 04/2019;2019;IP4 Belém do Solimões;AM;01/02/2019;Solda exotérmica - Fornecimento e instalação;22;un;R$ 7,93;Março;2018;R$ 202,71;22;un;R$ 18,11;Março;2018;R$ 462,89;HIDROVIÁRIO;OBRAS COMPLEMENTARES;492,816;492,816;572,565;R$ 260,18;0,00%;128,35%;0,00%
77;50013.000430/2018-98;3587367;PE;Laura Oliveira;FGV;AT n. 04/2019;2019;IP4 Belém do Solimões;AM;01/02/2019;Suportes - guias reforçados - fornecimento e instalação;66;un;R$ 107,66;Março;2018;R$ 8.255,71;66;un;R$ 96,44;Março;2018;R$ 7.395,05;HIDROVIÁRIO;OBRAS COMPLEMENTARES;492,816;492,816;572,565;-R$ 860,66;0,02%;-10,43%;0,00%
78;50013.000430/2018-98;3587367;PE;Laura Oliveira;FGV;AT n. 04/2019;2019;IP4 Belém do Solimões;AM;01/02/2019;Organizador horizontal para rack 2u - fornecimento e instalação;2;un;R$ 40,86;Março;2018;R$ 94,94;2;un;R$ 40,79;Março;2018;R$ 94,78;HIDROVIÁRIO;OBRAS COMPLEMENTARES;492,816;492,816;572,565;-R$ 0,16;0,00%;-0,17%;0,00%
79;50013.000430/2018-98;3587367;PE;Laura Oliveira;FGV;AT n. 04/2019;2019;IP4 Belém do Solimões;AM;01/02/2019;Fornecimento e instalação de equipamentos de fábrica de gelo e câmara frigorífica (50 m²), inclusive equipamentos;1;un;R$ 1.305.502,04;Março;2018;R$ 1.516.762,39;1;un;R$ 1.165.410,09;Março;2018;R$ 1.354.000,33;HIDROVIÁRIO;OBRAS COMPLEMENTARES;492,816;492,816;572,565;-R$ 162.762,06;3,20%;-10,73%;-0,34%
80;50013.000430/2018-98;3587367;PE;Laura Oliveira;FGV;AT n. 04/2019;2019;IP4 Belém do Solimões;AM;01/02/2019;Geocélula de Pead, Paredes Perfuradas, Soldadas - Altura de 75 mm e 460 cm2 de Área de Célula - Fornecimento e instalação, incluso tendão de ancoragem;32859,19;m;R$ 17,54;Março;2018;R$ 133.923,43;6571,84;m²;R$ 48,77;Março;2018;R$ 372.374,33;HIDROVIÁRIO;OBRAS COMPLEMENTARES;492,816;492,816;572,565;R$ 238.450,90;0,88%;178,05%;1,57%
81;50013.000430/2018-98;3587367;PE;Laura Oliveira;FGV;AT n. 04/2019;2019;IP4 Belém do Solimões;AM;01/02/2019;Montagem do Sistema Naval - Tipo II;1;un;R$ 2.557.188,11;Março;2018;R$ 2.971.000,15;1;un;R$ 373.282,88;Março;2018;R$ 433.688,66;HIDROVIÁRIO;OBRAS COMPLEMENTARES;492,816;492,816;572,565;-R$ 2.537.311,49;1,02%;-85,40%;-0,87%
82;50013.000430/2018-98;3587367;PE;Laura Oliveira;FGV;AT n. 04/2019;2019;IP4 Belém do Solimões;AM;01/02/2019;Bucha de redução, PVC, soldável, DN 60 mm x 50 mm isolado em ramal ou sub-ramal de água - fornecimento e instalação;4;un;R$ 16,89;Março;2018;R$ 78,49;4;un;R$ 16,89;Março;2018;R$ 78,49;HIDROVIÁRIO;OBRAS COMPLEMENTARES;492,816;492,816;572,565; R$-   ;0,00%;0,00%;0,00%
83;50013.000430/2018-98;3587367;PE;Laura Oliveira;FGV;AT n. 04/2019;2019;IP4 Belém do Solimões;AM;01/02/2019;Rampa de acesso para PNE retangular (5,10 m x 1,50 m) com duas rampas i= 8,33% piso em concreto desempolado e faixas de alerta tátil em ladrilho hidráulico;;;;Março;2018; R$-   ;1;un;R$ 1.331,14;Março;2018;R$ 1.546,55;HIDROVIÁRIO;OBRAS COMPLEMENTARES;492,816;492,816;572,565;R$ 1.546,55;0,00%;100,00%;0,00%
84;50013.000430/2018-98;3587367;PE;Laura Oliveira;FGV;AT n. 04/2019;2019;IP4 Belém do Solimões;AM;01/02/2019;Bucha de redução longa de PVC rígido soldável, marrom, D= 60 x 25 mm - Fornecimento e instalação;2;un;R$ 27,39;Março;2018;R$ 63,64;2;un;R$ 27,39;Março;2018;R$ 63,64;HIDROVIÁRIO;OBRAS COMPLEMENTARES;492,816;492,816;572,565; R$-   ;0,00%;0,00%;0,00%
85;50013.000430/2018-98;3587367;PE;Laura Oliveira;FGV;AT n. 04/2019;2019;IP4 Belém do Solimões;AM;01/02/2019;Bucha de redução longa de PVC rígido soldável marrom D= 60 x 32 mm - Fornecimento e instalação;2;un;R$ 27,66;Março;2018;R$ 64,27;2;un;R$ 27,65;Março;2018;R$ 64,25;HIDROVIÁRIO;OBRAS COMPLEMENTARES;492,816;492,816;572,565;-R$ 0,02;0,00%;-0,04%;0,00%
86;50013.000430/2018-98;3587367;PE;Laura Oliveira;FGV;AT n. 04/2019;2019;IP4 Belém do Solimões;AM;01/02/2019;Terminal de ventilação em PVC rígido soldável, para esgoto primário, D= 50 mm - Fornecimento e instalação;4;un;R$ 11,10;Março;2018;R$ 51,60;4;un;R$ 11,10;Março;2018;R$ 51,58;HIDROVIÁRIO;OBRAS COMPLEMENTARES;492,816;492,816;572,565;-R$ 0,01;0,00%;-0,02%;0,00%
87;50013.000430/2018-98;3587367;PE;Laura Oliveira;FGV;AT n. 04/2019;2019;IP4 Belém do Solimões;AM;01/02/2019;Cotovelo ‘U’ perfurado 50 x 50 mm - Fornecimento e instalação;3;un;R$ 20,64;Março;2018;R$ 71,94;3;un;R$ 20,64;Março;2018;R$ 71,94;HIDROVIÁRIO;OBRAS COMPLEMENTARES;492,816;492,816;572,565; R$-   ;0,00%;0,00%;0,00%
88;50013.000430/2018-98;3587367;PE;Laura Oliveira;FGV;AT n. 04/2019;2019;IP4 Belém do Solimões;AM;01/02/2019;Curva macho U’ 50 x 50 mm - Fornecimento e instalação;1;um;R$ 23,59;Março;2018;R$ 27,41;1;un;R$ 23,34;Março;2018;R$ 27,12;HIDROVIÁRIO;OBRAS COMPLEMENTARES;492,816;492,816;572,565;-R$ 0,29;0,00%;-1,06%;0,00%
89;50013.000430/2018-98;3587367;PE;Laura Oliveira;FGV;AT n. 04/2019;2019;IP4 Belém do Solimões;AM;01/02/2019;Tê horizontal 90 ‘U’ perfurado 50 x 50 mm - Fornecimento e instalação;2;un;R$ 21,21;Março;2018;R$ 49,28;2;un;R$ 21,21;Março;2018;R$ 49,28;HIDROVIÁRIO;OBRAS COMPLEMENTARES;492,816;492,816;572,565; R$-   ;0,00%;0,00%;0,00%
90;50013.000430/2018-98;3587367;PE;Laura Oliveira;FGV;AT n. 04/2019;2019;IP4 Belém do Solimões;AM;01/02/2019;Saída horizontal para eletroduto D= 1” - Fornecimento e instalação;2;un;R$ 8,68;Março;2018;R$ 20,17;2;un;R$ 8,68;Março;2018;R$ 20,17;HIDROVIÁRIO;OBRAS COMPLEMENTARES;492,816;492,816;572,565; R$-   ;0,00%;0,00%;0,00%
91;50013.000430/2018-98;3587367;PE;Laura Oliveira;FGV;AT n. 04/2019;2019;IP4 Belém do Solimões;AM;01/02/2019;Fornecimento e instalação de conector RJ 45 macho;52;un;R$ 6,29;Março;2018;R$ 380,01;52;un;R$ 6,29;Março;2018;R$ 380,01;HIDROVIÁRIO;OBRAS COMPLEMENTARES;492,816;492,816;572,565; R$-   ;0,00%;0,00%;0,00%
92;50013.000430/2018-98;3587367;PE;Laura Oliveira;FGV;AT n. 04/2019;2019;IP4 Belém do Solimões;AM;01/02/2019;Telhamento com telha PVC do tipo colonial - Fornecimento e instalação;35,91;m²;R$ 156,63;Março;2018;R$ 6.534,77;35,91;m²;R$ 157,23;Março;2018;R$ 6.559,80;HIDROVIÁRIO;OBRAS COMPLEMENTARES;492,816;492,816;572,565;R$ 25,03;0,02%;0,38%;0,00%
93;50013.000430/2018-98;3587367;PE;Laura Oliveira;FGV;AT n. 04/2019;2019;IP4 Belém do Solimões;AM;01/02/2019;Voice Panel (30 portas) (CATEGORIA 6) - fornecimento e instalação;1;un;R$ 250,71;Março;2018;R$ 291,28;1;un;R$ 250,21;Março;2018;R$ 290,70;HIDROVIÁRIO;OBRAS COMPLEMENTARES;492,816;492,816;572,565;-R$ 0,58;0,00%;-0,20%;0,00%
94;50013.000430/2018-98;3587367;PE;Laura Oliveira;FGV;AT n. 04/2019;2019;IP4 Belém do Solimões;AM;01/02/2019;"Flange sextavado de ferro galvanizado, com rosca bsp, de 4"" - Fornecimento e Instalação";1;un;R$ 41.418,82;Março;2018;R$ 962.426,82;20;un;R$ 174,77;Março;2018;R$ 4.061,04;HIDROVIÁRIO;OBRAS COMPLEMENTARES;492,816;492,816;572,565;-R$ 958.365,78;0,01%;-99,58%;-0,01%
95;50013.000430/2018-98;3587367;PE;Laura Oliveira;FGV;AT n. 04/2019;2019;IP4 Belém do Solimões;AM;01/02/2019;Certificação para construção do flutuante principal;1;un;R$ 17.292,52;Março;2018;R$ 20.090,85;1;un;R$ 16.186,38;Março;2018;R$ 18.805,71;HIDROVIÁRIO;OBRAS COMPLEMENTARES;492,816;492,816;572,565;-R$ 1.285,14;0,04%;-6,40%;0,00%
96;50013.000430/2018-98;3587367;PE;Laura Oliveira;FGV;AT n. 04/2019;2019;IP4 Belém do Solimões;AM;01/02/2019;Bucha de redução de ferro com rosca bsb, de 4” x 2 ½” - Fornecimento e instalação;;un;;Março;2018; R$-   ;4;un;R$ 166,71;Março;2018;R$ 774,75;HIDROVIÁRIO;OBRAS COMPLEMENTARES;492,816;492,816;572,565;R$ 774,75;0,00%;100,00%;0,00%
97;50013.000430/2018-98;3587367;PE;Laura Oliveira;FGV;AT n. 04/2019;2019;IP4 Belém do Solimões;AM;01/02/2019;Cruzeta de Ferro Galvanizado, com rosca BSP, de 4” - Fornecimento e instalação;;un;;Março;2018; R$-   ;1;un;R$ 695,62;Março;2018;R$ 808,19;HIDROVIÁRIO;OBRAS COMPLEMENTARES;492,816;492,816;572,565;R$ 808,19;0,00%;100,00%;0,00%
98;50013.000430/2018-98;3587367;PE;Laura Oliveira;FGV;AT n. 04/2019;2019;IP4 Belém do Solimões;AM;01/02/2019;Saída horizontal para eletroduto D= ¾” - Fornecimento e instalação;;un;;Março;2018; R$-   ;96;un;R$ 5,91;Março;2018;R$ 659,17;HIDROVIÁRIO;OBRAS COMPLEMENTARES;492,816;492,816;572,565;R$ 659,17;0,00%;100,00%;0,00%
99;50614.001494/2018-37;2557118;PE;Arilson Frank;DNIT;AT n. 05/2019;2019;BR-437;RN;01/02/2019;Escavação, carga e transporte de material de 1ª categoria – DMT 5.001 a 7.000m c/e.    ;8375;m³;R$ 4,39;Novembro;2016;R$ 47.319,01;8375;m³;R$ 4,39;Novembro;2016;R$ 47.319,01;RODOVIÁRIO;IGP-DI;648,561;648,561;834,713; R$-   ;0,55%;0,00%;0,00%
100;50614.001494/2018-37;2557118;PE;Arilson Frank;DNIT;AT n. 05/2019;2019;BR-437;RN;01/02/2019;Escavação, carga e transporte de material de 1ª categoria – DMT 7.001 a 9.000m c/e.    ;4775;m³;R$ 25,68;Novembro;2016;R$ 157.817,35;4775;m³;R$ 25,68;Novembro;2016;R$ 157.817,35;RODOVIÁRIO;IGP-DI;648,561;648,561;834,713; R$-   ;1,84%;0,00%;0,00%
101;50614.001494/2018-37;2557118;PE;Arilson Frank;DNIT;AT n. 05/2019;2019;BR-437;RN;01/02/2019;Escavação, carga e transporte de material de 1ª categoria – DMT 9.001 a 13.000m c/e.    ;136902;m³;R$ 33,06;Novembro;2016;R$ 5.825.041,04;136902;m³;R$ 33,06;Novembro;2016;R$ 5.825.041,04;RODOVIÁRIO;IGP-DI;648,561;648,561;834,713; R$-   ;68,03%;0,00%;0,00%
102;50614.001494/2018-37;2557118;PE;Arilson Frank;DNIT;AT n. 05/2019;2019;BR-437;RN;01/02/2019;Camada drenante de areia.;2230,36;m³;R$ 93,88;Novembro;2016;R$ 269.484,88;2230,36;m³;R$ 93,88;Novembro;2016;R$ 269.484,88;RODOVIÁRIO;IGP-DI;648,561;648,561;834,713; R$-   ;3,15%;0,00%;0,00%
103;50614.001494/2018-37;2557118;PE;Arilson Frank;DNIT;AT n. 05/2019;2019;BR-437;RN;01/02/2019;Dreno longitudinal raso.;1550;m³;R$ 57,33;Novembro;2016;R$ 114.366,80;1550;m³;R$ 57,33;Novembro;2016;R$ 114.366,80;RODOVIÁRIO;IGP-DI;648,561;648,561;834,713; R$-   ;1,34%;0,00%;0,00%
104;50614.001494/2018-37;2557118;PE;Arilson Frank;DNIT;AT n. 05/2019;2019;BR-437;RN;01/02/2019;Calçada. ;1500;m²;R$ 44,07;Novembro;2016;R$ 85.078,66;1500;m²;R$ 44,07;Novembro;2016;R$ 85.078,66;RODOVIÁRIO;IGP-DI;648,561;648,561;834,713; R$-   ;0,99%;0,00%;0,00%
105;50614.001494/2018-37;2557118;PE;Arilson Frank;DNIT;AT n. 05/2019;2019;BR-437;RN;01/02/2019;Plantio de mudas espécies nativas.;7308;und;R$ 19,66;Novembro;2016;R$ 184.913,41;7308;und;R$ 19,66;Novembro;2016;R$ 184.913,41;RODOVIÁRIO;IGP-DI;648,561;648,561;834,713; R$-   ;2,16%;0,00%;0,00%
106;50614.001494/2018-37;2557118;PE;Arilson Frank;DNIT;AT n. 05/2019;2019;BR-437;RN;01/02/2019;Junta Jeene JJ 2540 VV.;24,4;m;R$ 715,40;Novembro;2016;R$ 22.465,97;24,4;m;R$ 715,40;Novembro;2016;R$ 22.465,97;RODOVIÁRIO;IGP-DI;648,561;648,561;834,713; R$-   ;0,26%;0,00%;0,00%
107;50614.001494/2018-37;2557118;PE;Arilson Frank;DNIT;AT n. 05/2019;2019;BR-437;RN;01/02/2019;Remanejamento de serviços de utilidade pública.;5;und;R$ 506,74;Novembro;2016;R$ 3.260,93;5;und;R$ 506,74;Novembro;2016;R$ 3.260,93;RODOVIÁRIO;IGP-DI;648,561;648,561;834,713; R$-   ;0,04%;0,00%;0,00%
108;50604.002759/2018-33;2584862;RPFO;Gabriel Assunção;FGV;AT n. 07/2019;2019;BR-101;PE;07/02/2019;Execução do serviço de estabilidade do talude. ;1;und;R$ 486.265,37;Novembro;2016;R$ 625.834,77;1;und;R$ 295.042,89;Novembro;2016;R$ 379.727,02;RODOVIÁRIO;IGP-DI;648,561;648,561;834,713;-R$ 246.107,75;100,00%;-39,32%;-39,32%
109;50607.000146/2019-12;;PE;Arilson Frank;DNIT;AT n. 11/2019;2019;BR-356;RJ;01/03/2019;Destinação final de resíduos da Construção Civil - CTR CAMPOS;52,5;t;R$ 85,75;Janeiro;2018;R$ 5.737,34;52,5;t;R$ 85,75;Janeiro;2018;R$ 5.737,34;RODOVIÁRIO;IGP-DI;654,968;654,968;834,713; R$-   ;0,01%;0,00%;0,00%
110;50611.001013/2015-71;2713248;PE;Rodrigo Lima;DNIT;AT n. 07/2019;2019;BR-174;MT;18/03/2019;Fornecimento e instalação de transformador distribuição 30 Kva trifásico 60 HZ classe 15 KV imerso em óleo mineral.;1;vb;R$ 27,03;Maio;2016;R$ 35,45;1;vb;R$ 83,88;Maio;2018;R$ 103,47;RODOVIÁRIO;IGP-DI;636,468;676,695;834,713;R$ 68,02;0,00%;191,87%;0,00%
111;50611.001013/2015-71;2713248;PE;Rodrigo Lima;DNIT;AT n. 07/2019;2019;BR-174;MT;18/03/2019;Fornecimento e instalação de conector parafuso fendido Split-bolt – para cabo de 10 mm2.;1;vb;R$ 27,03;Maio;2016;R$ 35,45;1;vb;R$ 83,88;Maio;2018;R$ 103,47;RODOVIÁRIO;IGP-DI;636,468;676,695;834,713;R$ 68,02;0,00%;191,87%;0,00%
112;50611.001013/2015-71;2713248;PE;Rodrigo Lima;DNIT;AT n. 07/2019;2019;BR-174;MT;18/03/2019;Fornecimento e instalação de conector parafuso fendido Split-bolt – para cabo de 25 mm2.;1;vb;R$ 27,03;Maio;2016;R$ 35,45;1;vb;R$ 83,88;Maio;2018;R$ 103,47;RODOVIÁRIO;IGP-DI;636,468;676,695;834,713;R$ 68,02;0,00%;191,87%;0,00%
113;50611.001013/2015-71;2713248;PE;Rodrigo Lima;DNIT;AT n. 07/2019;2019;BR-174;MT;18/03/2019;Montagem e instalação de duto de descida em baixa tensão do secundário do Trafo (medidor) para caixa de passagem.;1;vb;R$ 27,03;Maio;2016;R$ 35,45;1;vb;R$ 83,88;Maio;2018;R$ 103,47;RODOVIÁRIO;IGP-DI;636,468;676,695;834,713;R$ 68,02;0,00%;191,87%;0,00%
114;50611.001013/2015-71;2713248;PE;Rodrigo Lima;DNIT;AT n. 07/2019;2019;BR-174;MT;18/03/2019;Fornecimento e instalação de Eletroduto tipo Kanaflex 2”.;1;vb;R$ 27,03;Maio;2016;R$ 35,45;1;vb;R$ 83,88;Maio;2018;R$ 103,47;RODOVIÁRIO;IGP-DI;636,468;676,695;834,713;R$ 68,02;0,00%;191,87%;0,00%
115;50611.001013/2015-71;2713248;PE;Rodrigo Lima;DNIT;AT n. 07/2019;2019;BR-174;MT;18/03/2019;Fornecimento e instalação de Eletroduto tipo Kanaflex 3”.;1;vb;R$ 27,03;Maio;2016;R$ 35,45;1;vb;R$ 83,88;Maio;2018;R$ 103,47;RODOVIÁRIO;IGP-DI;636,468;676,695;834,713;R$ 68,02;0,00%;191,87%;0,00%
116;50611.001013/2015-71;2713248;PE;Rodrigo Lima;DNIT;AT n. 07/2019;2019;BR-174;MT;18/03/2019;Fornecimento e instalação de chave magnética 2 x 90 A para comando iluminação pública, acionada por relé fotoelétrico na 220/60 HZ, tipo Lux Control Modelo CIP-I/70 ou equivalente.;1;vb;R$ 27,03;Maio;2016;R$ 35,45;1;vb;R$ 83,88;Maio;2018;R$ 103,47;RODOVIÁRIO;IGP-DI;636,468;676,695;834,713;R$ 68,02;0,00%;191,87%;0,00%
117;50611.001013/2015-71;2713248;PE;Rodrigo Lima;DNIT;AT n. 07/2019;2019;BR-174;MT;18/03/2019;Fornecimento e instalação de conector perfurante 10 – 70 x 1,5 – 10 mm2.;1;vb;R$ 27,03;Maio;2016;R$ 35,45;1;vb;R$ 83,88;Maio;2018;R$ 103,47;RODOVIÁRIO;IGP-DI;636,468;676,695;834,713;R$ 68,02;0,00%;191,87%;0,00%
118;50611.001013/2015-71;2713248;PE;Rodrigo Lima;DNIT;AT n. 07/2019;2019;BR-174;MT;18/03/2019;Fornecimento e instalação de fita isolante 19 mm x 20 m.;1;vb;R$ 27,03;Maio;2016;R$ 35,45;1;vb;R$ 83,88;Maio;2018;R$ 103,47;RODOVIÁRIO;IGP-DI;636,468;676,695;834,713;R$ 68,02;0,00%;191,87%;0,00%
119;50611.001013/2015-71;2713248;PE;Rodrigo Lima;DNIT;AT n. 07/2019;2019;BR-174;MT;18/03/2019;Fornecimento e instalação de luminária para iluminação pública para lâmpada de vapor metálico, 1 pétala, poste de aço galvanizado com 12 metros de altura livre, inclusive chumbadores.;1;vb;R$ 27,03;Maio;2016;R$ 35,45;1;vb;R$ 83,88;Maio;2018;R$ 103,47;RODOVIÁRIO;IGP-DI;636,468;676,695;834,713;R$ 68,02;0,00%;191,87%;0,00%
120;50611.001013/2015-71;2713248;PE;Rodrigo Lima;DNIT;AT n. 07/2019;2019;BR-174;MT;18/03/2019;Fornecimento e instalação de luminária para iluminação pública para lâmpada de vapor metálico, 2 pétalas, poste de aço galvanizado com 12 metros de altura livre, inclusive chumbadores.;1;vb;R$ 27,03;Maio;2016;R$ 35,45;1;vb;R$ 83,88;Maio;2018;R$ 103,47;RODOVIÁRIO;IGP-DI;636,468;676,695;834,713;R$ 68,02;0,00%;191,87%;0,00%
121;50611.001013/2015-71;2713248;PE;Rodrigo Lima;DNIT;AT n. 07/2019;2019;BR-174;MT;18/03/2019;Iluminação Pública;1;vb;R$ 894.303,25;Maio;2016;R$ 1.172.857,94;1;vb;R$ 570.095,79;Maio;2018;R$ 703.221,34;RODOVIÁRIO;IGP-DI;636,468;676,695;834,713;-R$ 469.636,60;15,97%;-40,04%;-6,40%
122;50611.004589/2016-71;3691571;PE;Rodrigo Lima;DNIT;AT n. 19/2019;2019;BR-174;MT;18/03/2019;Fornecimento e instalação de dispositivos DPS classe II, 1 polo, tensão máxima de 175 V, corrente máxima de *45* KA (tipo AC). ;12;und;R$ 97,03;Janeiro;2018;R$ 1.483,90;12;und;R$ 77,93;Janeiro;2018;R$ 1.191,80;RODOVIÁRIO;IGP-DI;654,968;654,968;834,713;-R$ 292,10;0,03%;-19,68%;-0,01%
123;50611.004589/2016-71;3691571;PE;Rodrigo Lima;DNIT;AT n. 19/2019;2019;BR-174;MT;18/03/2019;Fornecimento e instalação de eletroduto Pead flexível parede simples, corrugação helicoidal, cor preta, sem rosca, de 1 ½”, para cabeamento subterrâneo (NBR 15715). ;2845;m;R$ 11,02;Janeiro;2018;R$ 39.955,90;2845;m;R$ 8,85;Janeiro;2018;R$ 32.088,00;RODOVIÁRIO;IGP-DI;654,968;654,968;834,713;-R$ 7.867,90;0,73%;-19,69%;-0,14%
